exp,policy,profile,arrival,rate_rps,seed,capacity_rps,offered_load,n,throughput_rps,throughput_tok_s,ttft_p50_s,ttft_p95_s,ttft_p99_s,latency_p50_s,latency_p95_s,latency_p99_s,queue_wait_p95_s,tpot_mean_s,tpot_p95_s,utilization,mean_decode_batch,max_kv_reserved
frontier,static_32,chat,poisson,0.9471,0,1.6999,0.5571,1350,0.932823,180.899907,3.500718,12.148314,16.351005,6.390047,16.959907,22.029606,11.259687,0.015387,0.0196,0.990342,6.173585,19709
frontier,static_32,chat,poisson,0.9471,1,1.6999,0.5571,1350,0.938922,178.050283,3.580306,15.84806,22.282955,6.32468,20.178607,28.183902,14.310842,0.015834,0.0228,0.986479,6.407637,29875
frontier,static_32,chat,poisson,0.9471,2,1.6999,0.5571,1350,0.966987,187.538849,3.429313,12.623228,18.559513,6.369506,17.600468,25.697072,11.745842,0.015514,0.0204,0.987751,6.467761,33995
frontier,static_32,chat,poisson,1.0806,0,1.6999,0.6357,1350,1.063599,206.260922,4.180651,14.939199,20.071129,7.068499,19.717065,26.667648,13.895569,0.016469,0.0212,0.997655,8.138934,29681
frontier,static_32,chat,poisson,1.0806,1,1.6999,0.6357,1350,1.062358,201.457607,4.514552,21.664399,31.87641,7.478641,26.890773,38.175694,19.746382,0.017121,0.0248,0.993335,8.97809,58458
frontier,static_32,chat,poisson,1.0806,2,1.6999,0.6357,1350,1.102349,213.79115,4.158528,14.038076,20.385409,7.301865,19.58399,27.331674,13.170216,0.016439,0.022,0.996273,8.431645,32167
frontier,static_32,chat,poisson,1.2142,0,1.6999,0.7143,1350,1.191572,231.078458,4.899669,16.604897,21.558043,8.098591,21.681922,28.316604,15.145575,0.017513,0.0236,0.998692,10.727236,33351
frontier,static_32,chat,poisson,1.2142,1,1.6999,0.7143,1350,1.188495,225.37741,6.472161,35.795269,48.798049,9.805324,42.787397,52.8287,33.854498,0.018826,0.0248,0.996617,13.0098,59143
frontier,static_32,chat,poisson,1.2142,2,1.6999,0.7143,1350,1.236809,239.868527,5.003881,15.44671,21.903262,8.385321,20.219859,29.010539,14.130436,0.017641,0.0232,0.996939,10.932434,38298
frontier,static_32,chat,poisson,1.3478,0,1.6999,0.7929,1350,1.318432,255.680066,5.793912,20.356245,26.460109,9.665132,25.241465,31.862904,18.789949,0.018933,0.0248,0.999561,13.428053,39190
frontier,static_32,chat,poisson,1.3478,1,1.6999,0.7929,1350,1.312562,248.904444,9.705312,49.433732,63.011811,13.542668,55.184656,68.707282,47.442263,0.020624,0.0248,0.999306,16.948493,59050
frontier,static_32,chat,poisson,1.3478,2,1.6999,0.7929,1350,1.36839,265.387493,6.367206,19.805662,32.673992,10.081329,24.886632,36.476889,18.186202,0.019151,0.0248,0.999316,14.02309,47296
frontier,static_32,chat,poisson,1.4813,0,1.6999,0.8714,1350,1.443032,279.843535,8.412344,27.103767,34.353778,12.38151,33.703022,39.756806,25.415951,0.020867,0.0248,0.999563,17.944941,39104
frontier,static_32,chat,poisson,1.4813,1,1.6999,0.8714,1350,1.43418,271.96736,15.334957,61.478413,71.007398,19.519241,65.860494,77.540286,59.724431,0.022621,0.0248,0.99931,22.908377,59720
frontier,static_32,chat,poisson,1.4813,2,1.6999,0.8714,1350,1.500275,290.965502,8.480679,24.522486,33.542924,12.542019,29.914286,40.191158,22.561551,0.021276,0.0248,0.999912,18.881461,47183
frontier,static_32,chat,poisson,1.6149,0,1.6999,0.95,1350,1.563275,303.161926,11.720612,29.148685,36.55363,16.063502,35.060154,42.474848,27.349639,0.022594,0.0248,0.999565,22.624052,40170
frontier,static_32,chat,poisson,1.6149,1,1.6999,0.95,1350,1.508974,286.150642,48.956293,93.099968,99.868065,54.234307,98.029713,105.774082,91.0758,0.024558,0.0248,0.999332,28.648848,59373
frontier,static_32,chat,poisson,1.6149,2,1.6999,0.95,1350,1.62925,315.979133,17.717465,36.856583,41.234285,22.491202,41.67272,47.148768,35.061383,0.023108,0.0248,0.999913,23.590929,48176
